,SEX,SEX_MAP,EMOT,Field1,SIT,model_completion
2801,1,male,6.0,shame,"Exaggerating certain circumstances, wrong attitude and evaluation of these circumstances.",Frustration
2802,1,male,7.0,guilt,Low evaluation of other people's cares.,Empathy
2803,1,male,1.0,joy,I won a sport contest.,Joy
2804,1,male,2.0,fear,If a close relative's life is in danger.,Fear
2805,1,male,3.0,anger,A close person lied to me.,Betrayed
2806,1,male,4.0,sadness,Getting separated from my girlfriend.,Sadness
2807,1,male,5.0,disgust,Encouter with a prostitute.,Empathy
2808,1,male,6.0,shame,A theft committed by me.,Guilt
2809,1,male,7.0,guilt,Lack of respect for my parents.,Anger
2810,2,female,1.0,joy,When my son was born.,Joy
2811,2,female,2.0,fear,Before an examination.,Anxiety
2812,2,female,3.0,anger,Unjust punishment of a friend of mine.,Anger
2813,2,female,4.0,sadness,After the loss of a close relative.,Grief
2814,2,female,5.0,disgust,When somebody behaves like a scoundrel. Recently a colleague of mine used the name of another one for his own benefit.,Betrayed
2815,2,female,6.0,shame,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame.,Embarrassment
2816,2,female,7.0,guilt,I forgot to convey an important announcement.,Anxiety
2817,2,female,1.0,joy,Meeting a loved man.,Joy
2818,2,female,2.0,fear,"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light.",Fear
2819,2,female,3.0,anger,"At an unjust, or to be more precise, at a bureaucratic treatment of one's personality.",Frustration
2820,2,female,4.0,sadness,When one is alone and knows that all the others are celebrating.,Loneliness
2821,2,female,5.0,disgust,"At the sight of an insect, such as the black-beetle.",Fear
2822,2,female,6.0,shame,When not fulfilling any of my obligations to a person whom I respect.,Guilt
2823,2,female,7.0,guilt,When something unpleasant happens to a friend or relative of yours and you are at the bottom of it.,Guilt
2824,2,female,1.0,joy,"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and...! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them.",Excitement
2825,2,female,2.0,fear,This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved !,Fear
2826,2,female,3.0,anger,"Anger I felt when my boyfriend told me he didn't mind breaking it off with me, i.e. each of us to take his own road. Because until that moment, he deliberately restricted our dates. The motives were brought to my knowledge later.",Betrayed
2827,2,female,4.0,sadness,"Sometimes, when I'm alone I am seized by this feeling. But it always helps me to come round and at the same time to judge if it is worth. Very often this feeling is caused to me by people - friends who I love and respect.",Gratitude
2828,2,female,5.0,disgust,Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat.,Disgust
2829,2,female,6.0,shame,This happens to me when I am not prepared in a given subject.,Anxiety
2830,2,female,7.0,guilt,"Quite unconsciously I offended a girlfriend of mine. It was really worthy to pass this fact over in silence, but I acted so, because I believed I was right. In fact it often happens to me to feel guilt, after I have already done the deed.",Regret
2831,2,female,1.0,joy,When I was admitted to the University.,Excitement
2832,2,female,2.0,fear,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown.",Anxiety
2833,2,female,3.0,anger,In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources.,Frustration
2834,2,female,4.0,sadness,"Summer, heavy rain, storm - I was standing with my face stick to the window: the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying.",Nostalgic
2835,2,female,5.0,disgust,I saw in the street a man spitting.,Disgust
2836,2,female,6.0,shame,"I talked with a man who stammered and without controlling myself, I started to talk imitating him.",Embarrassment
2837,2,female,7.0,guilt,"Always, and this happens often when I do not keep my word.",Guilt
2838,2,female,1.0,joy,When I understood that I was admitted to the University.,Excitement
2839,2,female,2.0,fear,I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.,Anxiety
2840,2,female,3.0,anger,I feel this feeling when I am to fill in a questionnaire or a form.,Anxiety
2841,2,female,4.0,sadness,When the man I loved decided to leave me forever.,Heartbroken
2842,2,female,5.0,disgust,"I have felt this feeling when a person whom I believe and respect, lied to me.",Betrayed
2843,2,female,6.0,shame,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love.",Guilt
2844,2,female,7.0,guilt,When I offend somebody unfairly.,Regret
2845,2,female,1.0,joy,A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved. I was glad at the possibility to be with him.,Relief
2846,2,female,2.0,fear,"One evening I was watching the news on TV. Again they were talking about the danger of war. Suddenly I imagined what it might mean for me, for my friends, for the people close to me. I felt it a very near and possible event.",Fear
2847,2,female,3.0,anger,"Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me.",Anger
2848,2,female,4.0,sadness,"The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form.",Nostalgia
2849,2,female,5.0,disgust,I felt disgust with a person whose behaviour was out of the elementary human norms.,Disgust
2850,2,female,6.0,shame,I had not punched a ticket in the bus because I had a card. But when the ticket-collector came it turned out that I had forgotten it. The shame I felt was great though it was not done on purpose.,Embarrassment
2851,2,female,7.0,guilt,At a moment of affect I offended a person very close to me. He had given me ground for that but it was a trifling in comparison with the way I insulted him. A moment later I felt a sense of guilt.,Regret
2852,1,male,1.0,joy,When I understood I was admitted to the Sofia University.,Excitement
2853,1,male,2.0,fear,I broke my knee when I was skiing over Yastrebetz (a racing track in a Bulgarian winter resort).,Pain
2854,1,male,3.0,anger,"The doctors from Belogradchik town determined a wrong diagnosis to my son. A month later, after some complex examinations at ISUL (A medical institute in Sofia), the diagnosis was categorically rejected.",Relief
2855,1,male,4.0,sadness,"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong.",Longing
2856,1,male,5.0,disgust,A colleague of mine asked a lecturer to put him a higher mark in order to keep his good mards and thus to continue getting a scholarship for an excellent grade.,Disappointment
2857,1,male,6.0,shame,I felt this feeling during the exam in higher mathematics.,Anxiety
2858,1,male,7.0,guilt,My son drank four pills of diazepam every two hours instead of amidophen.,Fear
2859,2,female,1.0,joy,"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for a master of sports.",Pride
2860,2,female,2.0,fear,"I felt fear once, when the car in which I travelled directed towards the precipice along the road.",Fear
2861,2,female,3.0,anger,When I see how people around me pass by certain unjustice because of indifference or cowardice.,Disappointment
2862,2,female,4.0,sadness,When I left a man in whom I really believed.,Sadness
2863,2,female,5.0,disgust,Disgust with drunk people.,Disgust
2864,2,female,6.0,shame,When I try to lie.,Guilt
2865,2,female,7.0,guilt,When I had had the possibility to act or to do certain activity better but I had not done it because of reluctance or carelessness.,Regret
2866,2,female,1.0,joy,When I was admitted to the University.,Excitement
2867,2,female,2.0,fear,When I broke my leg I felt fear.,Fear
2868,2,female,3.0,anger,When someone lies to me.,Betrayed
2869,2,female,4.0,sadness,At an unjust insult or injure.,Anger
2870,2,female,5.0,disgust,From the cigarette smoke. Usually I feel disgust from it when I am in a restaurant.,Disgust
2871,2,female,6.0,shame,When I promise to do something but I don't fulfill it.,Guilt
2872,2,female,7.0,guilt,When I don't fulfill my obligations.,Guilt
2873,1,male,1.0,joy,When my affairs with the girl I love settled positively.,Joy
2874,1,male,2.0,fear,"In a dam lake, when the water was let flow to water the plants and I and two other boys were near the water pit. We rescued ourselves only thanks to the flippers and the tyre that was with us.",Fear
2875,1,male,3.0,anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially.",Anger
2876,1,male,4.0,sadness,When I am alone and listen to a song which I like very much and which I had listened before together with friends.,Nostalgia
2877,1,male,5.0,disgust,A striking act of ingratitude at a public vehicle.,Disappointment
2878,1,male,6.0,shame,"I counterfeited a mark in the school register during the lesson in gymnastics. I felt this feeling two days later when I stood face to face with my teacher, whom I highly appreciated and respected.",Guilt
2879,1,male,7.0,guilt,In a fit of temper I told things that were unjust and they greatly hurt my mother though she didn't show it.,Regret
2880,2,female,1.0,joy,I passed successfully the preliminary exam for a participation in the children Assembly.,Joy
2881,2,female,2.0,fear,I was alone in my room at the boarding house when at 12 o'clock someone knocked violently on the door.,Fear
2882,2,female,3.0,anger,A friend of mine promised to come with me to the cinema but he didn't come.,Disappointed
2883,2,female,4.0,sadness,I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success.,Nostalgia
2884,2,female,5.0,disgust,"Recently in the tram, a man ran his fingers over my girlfriend then over me.",Disgust
2885,2,female,6.0,shame,"I had to prepare a report but I couldn't write it. I read from a book off-hand, I was quite uneasy and I felt I didn't manage.",Anxiety
2886,2,female,7.0,guilt,My father got a slight heart attack after a telephone call of mine.,Worried
2887,1,male,1.0,joy,Bulgaria won a football match against France.,Excitement
2888,1,male,2.0,fear,I was going to knock down a pedestrian with my car.,Fear
2889,1,male,3.0,anger,I was neglected undeservedly.,Hurt
2890,1,male,4.0,sadness,My grandmother died.,Sadness
2891,1,male,5.0,disgust,A man was unfair to a girlfriend of mine.,Anger
2892,1,male,6.0,shame,I didn't offer my seat to a pregnant woman in the bus.,Guilt
2893,1,male,7.0,guilt,I didn't attend lectures.,Regret
2894,1,male,1.0,joy,I felt joy when my two twin sisters were born.,Joy
2895,1,male,2.0,fear,"The night before my wife had given birth to our twins. I felt fear in the hospital yard, I feared if everything was going to be in order.",Anxiety
2896,1,male,3.0,anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons.",Frustration
2897,1,male,4.0,sadness,Some months ago my wife gave birth to twin sisters. She had no idea of looking after babies and she felt quite oppressed. The fact that I couldn't help her caused grief to me.,Empathy
2898,1,male,5.0,disgust,"I feel disgust with some people when I see what they are capable of, including lack of any dignity, when trying to find a seat in the tram.",Disgust
2899,1,male,6.0,shame,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver.,Embarrassment
2900,1,male,7.0,guilt,Some days ago I had a slight car accident through my fault.,Guilt
2901,2,female,1.0,joy,The period when I was pregnant and when I gave birth to my son. I can say those were the happiest months in my life.,Joy
2902,2,female,2.0,fear,A fear from the loss of a close friend as a result of his behavior.,Sadness
2903,2,female,3.0,anger,"When I encountered not only with my father's lack of understanding but also with his unwillingness to understand me as a parent, as far as things for which I (not he) have proves to be right are concerned.",Frustration
2904,2,female,4.0,sadness,From the fact that my husband and I are not in good terms.,Sadness
2905,2,female,5.0,disgust,"I was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents.",Disheartened
2906,2,female,6.0,shame,When I don't succeed to fulfill a promise.,Guilt
2907,2,female,7.0,guilt,"When I am not able to fulfill any request of my son - can't take him out to ride his byke, because I am tired.",Guilt
2908,1,male,1.0,joy,I felt joy when I saw my daughter after a separation of twenty days.,Joy
2909,1,male,2.0,fear,"I felt fear when I sat for one of my exams. Though my fear was not quite justifiable, I still remember about it.",Anxiety
2910,1,male,3.0,anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult.,Betrayed
2911,2,female,2.0,fear,A fear of lack of personal powers.,Anxiety
2912,2,female,3.0,anger,"At an undeserved attitude toward a man, when human personality is not treated decently.",Indignation
2913,2,female,4.0,sadness,At an irrevocable loss (with respect to human relations).,Grief
2914,2,female,5.0,disgust,"At an unworthy behaviour of a man, pettiness, stupidity and mostly at a philistinism.",Disgust
2915,2,female,6.0,shame,At a weakness on my part.,Embarrassment
2916,2,female,7.0,guilt,When I don't justify the confidence of people that I respect.,Disappointment
2917,1,male,1.0,joy,When I was admitted to the University.,Excitement
2918,1,male,2.0,fear,Because of a conflict with my parents there was a possibility to interrupt my studies.,Anxiety
2919,1,male,3.0,anger,I feel a strong anger when I am treated unjustly.,Anger
2920,1,male,4.0,sadness,At a prolonged separation with my family.,Loneliness
2921,1,male,5.0,disgust,I was looking for an object when I came across a rotten corpse of a rat.,Disgust
2922,1,male,6.0,shame,I feel this feeling at one and the same degree when I am not prepared to overcome certain obstacle in my life.,Anxiety
2923,1,male,7.0,guilt,I offended a person who had done much for me and who had helped me for everything.,Regret
2924,2,female,1.0,joy,The day when my son said for the first time mummy.,Joy
2925,2,female,2.0,fear,Before an exam in logics.,Anxiety
2926,2,female,3.0,anger,My husband and I were invited at the house of our nieghbours then we got an invitation on the part of my parents which we had to refuse. A a result they called me by words that provoked my anger.,Hurt
2927,2,female,4.0,sadness,My son lives in the country. I feel sadness when I see mothers having walks with their children.,Longing
2928,2,female,5.0,disgust,"The behaviour of a colleague of mine, which doesn't correspond to my norms of behaviour.",Frustration
2929,2,female,6.0,shame,I was to take part in a cocktail party on the occasion of our national holiday as a servant.,Excitement
2930,2,female,7.0,guilt,I ignored and offended my parents on the eve of the New Year.,Regret
2931,1,male,1.0,joy,"The sense of joy comes to me always after a period of depression, as an organic feeling for an upsurge. I don't exclude the situative feeling but in this case the reason is not in me, it's out of me.",Relief
2932,1,male,2.0,fear,I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear.,Fear
2933,1,male,3.0,anger,A honest sliding on the part of a girlfriend of mine. Terribly crossed I started breaking things and tearing books.,Anger
2934,1,male,4.0,sadness,Alone I am coming back home in the night after the serial explanation.,Anxiety
2935,1,male,5.0,disgust,A lie on the part of a person close to me.,Betrayed
2936,1,male,6.0,shame,I thought I had taken a decision but I hesitated.,Uncertainty
2937,1,male,7.0,guilt,I feel this feeling most often before me not before the others. My outside is iron but actually I'm wasting away.,Loneliness
2938,1,male,1.0,joy,My son was born.,Joy
2939,1,male,2.0,fear,I had a car accident.,Fear
2940,1,male,3.0,anger,I was drawn up a statement for an infringement of the traffic ordinance. In fact I was innocent.,Frustration
2941,1,male,4.0,sadness,I lost a close friend.,Sadness
2942,1,male,5.0,disgust,I saw a film about the nazi concentration camps during the war. After the film I felt disgust.,Disgust
2943,1,male,6.0,shame,"I was nailed. I lied in connection with a book which I took from the library, because I had to keep it for a longer time.",Guilt
2944,1,male,7.0,guilt,I didn't give back in time some money that I had borrowed. My friend relied on them.,Guilt
2945,2,female,1.0,joy,After 10 days of hard work and having suffered many changes I passed my last exam.,Relief
2946,2,female,2.0,fear,Before going to the dentist.,Anxiety
2947,2,female,3.0,anger,When I am made to do things in which I see no sense and I waste my time. Some time ago I had to participate in a sociological investigation and then I got really angry.,Frustration
2948,2,female,4.0,sadness,"When I feel I must be with somebody, to talk with somebody - but I am alone.",Loneliness
2949,2,female,5.0,disgust,Some time ago a man tried to teach me something. Tried because it is very difficult to teach somebody when you yourself are not competent and cultured.,Frustration
2950,2,female,6.0,shame,"I am ashamed when I am not ready for my seminar in internal diseases, simply because the assistant professor is a person who deserves high respect.",Embarrassment
2951,2,female,7.0,guilt,"We had promised, with a friend of mine, to take our friends to a restaurant and after having looked for a place for hours without finding one, and not being helped by the others we had to give up the idea.",Frustration
2952,2,female,1.0,joy,When I am with friends and I do what pleases me this often happenes.,Joy
2953,2,female,2.0,fear,When I have to go in for an exam and the examinor is a person with a whimsical character and unsteady requirements.,Anxiety
2954,2,female,3.0,anger,"I unfairly got a low mark on an exam and I failed to win a grant, since then I don't have much confidence in myself at an exam.",Disheartened
2955,2,female,4.0,sadness,It happened that I was alone - with no contacts with friends.,Loneliness
2956,2,female,5.0,disgust,"I met three drunk boys, almost children, they didn't look like normal people.",Concerned
2957,2,female,6.0,shame,I was totally unprepared for a seminar conducted by an assistant professor whom I highly respect.,Anxiety
2958,2,female,7.0,guilt,I got back too late after a Sunday going out without having called up home to tell where I was. my mother hadn't slept the whole night.,Guilt
2959,1,male,1.0,joy,I was happy when I understood that the girl I liked was in love with me.,Joy
2960,1,male,2.0,fear,I am afraid before an exam or colloquium.,Anxiety
2961,1,male,3.0,anger,I get angry when my smaller brother misbehaves and talks with indecent words.,Frustration
2962,1,male,4.0,sadness,When my dog was stolen.,Distress
2963,1,male,5.0,disgust,I detest any kind of constraint and hate the attempts of elder people to force me to a norm of behavior without having legal or moral rights to do it. I felt this emotion when a neighbour of mine made me kick out my guests because they had talked very loudly and threatened that with connections she will expel me from the inst.,Resentment
2964,1,male,6.0,shame,I experienced long ago when I was sightseeing Bulgarians in a foreign language.,Curiosity
2965,1,male,7.0,guilt,My mother developed hipertonia and I think I too am to blame bacause with her it is a stress disease.,Guilt
2966,2,female,1.0,joy,When I met with friends that I hadn't seen for a long time.,Joy
2967,2,female,2.0,fear,"One evening a friend of mine was telling a fearful story, nobody took it seriously but I got frightened.",Fear
2968,2,female,3.0,anger,I got angry with a stranger in a train who behaved impertinently and immorally,Indignation
2969,2,female,4.0,sadness,When I failed at the first entrance exam.,Disappointment
2970,2,female,5.0,disgust,The event which got me angry got also an aversion in me.,Anger
2971,2,female,6.0,shame,Once I was not ready for a seminar and I was asked to leave.,Embarrassment
2972,2,female,7.0,guilt,I felt guilty when once I made my mother angry.,Guilt
2973,1,male,1.0,joy,Six months ago when I got acquaintanced with a person whom I trusted infinitely and from whom I expected help and friendly feelings. With him I found much in common - in our views and in our fate.,Comforted
2974,1,male,2.0,fear,Few days ago I really experienced fear. It was connected with unexpected actions on the part of a group of people. This evoked in me many negative emotions.,Anxiety
2975,1,male,3.0,anger,"I always get angry when somebody deceives me, or tries to conceal his lie skilfully and this offends me even more.",Anger
2976,1,male,4.0,sadness,Sadness - this is an emotion which I have felt very often recently. I can't remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me.,Empathy
2977,1,male,5.0,disgust,"I became disgusted with the man on whom I had counted, who I had trusted, the man who should have been my mainstay - my father. I could hardly make myself (and the others) believe in this emotion. It has cumulated after events and deeds. Everything can happen in this world.",Betrayal
2978,1,male,6.0,shame,"I am ashamed of the way my father behaves with my mother and sister, and with me too.",Sadness
2979,1,male,7.0,guilt,"I didn't keep a promise I had made to a man, and in this way I lost his esteem and confidence in me. I caused him a lot of trouble.",Regret
2980,1,male,1.0,joy,When I was accepted as a student.,Excitement
2981,1,male,2.0,fear,I was a bit frightened when it was found that there was something wrong with my liver. However it turned out that it was not serious and I need not worry.,Relief
2982,1,male,3.0,anger,With the girl whom I may be loved truly. When she refused to come with me to an occasion (she was from another town).,Disappointment
2983,1,male,4.0,sadness,For the girl who halped me go on living and made me happy - when I don't see her even for two or three days.,Longing
2984,1,male,5.0,disgust,"For a drunk man (about 20 years old) that I met one evening, and who behaved impudently with the girls standing by.",Discomfort
2985,1,male,6.0,shame,I was embarassed at the exam in microbiology. I was ashamed with myself - how little I knew and how good was the examinor. I rarely become ashamed.,Embarrassment
2986,1,male,7.0,guilt,Recently when I made a slip and blurted out indecent words in my mother's presence.,Embarrassment
2987,2,female,1.0,joy,"I felt it when on duty in the hospital I understood that I was not afraid to face death, that I also helped a little to relieve the pains of a patient.",Compassion
2988,2,female,2.0,fear,"Fear overwhelmed me when right against the car I was in I saw another one, as if out of control of the driver.",Fear
2989,2,female,3.0,anger,I felt it when a girl who was dear to me lied to my face. I got angry with the fact that she knew I didn't believe her but she kept on telling lies.,Betrayed
2990,2,female,4.0,sadness,"Sadness, no, I felt something much stronger when my father died.",Grief
2991,2,female,5.0,disgust,I got disgusted with a man who was beating a woman in the street. I just happened to be there but I was abhorred by the rudness.,Disgust
2992,2,female,6.0,shame,"I was ashamed of the way I deceived that I could not help a friend, although it was absolutely possible for me. Nothing was revealed but I haven't called up this person since then.",Guilt
2993,2,female,7.0,guilt,"I had an appointment with a colleague of mine to give her my lecture notes. I couldn't go and I didn't send them, and so the girl missed a day for the preparation of her term exams.",Guilt
2994,2,female,1.0,joy,When I knew that my husband and I were going to have a child.,Joy
2995,2,female,2.0,fear,Two years ago I saw a film on the TV. Even now it makes me afraid.,Fear
2996,2,female,3.0,anger,When my husband stays late at a meeting and I have to be alone.,Loneliness
2997,2,female,4.0,sadness,The loss of a person I loved very much.,Grief
2998,2,female,5.0,disgust,Deception from a person I loved very much.,Betrayal
2999,2,female,6.0,shame,I didn't tell my parents that I was going to Sofia. I told them that I was going to a seminar. My mother knew that I was lying but she didn't stop me.,Guilt
3000,2,female,7.0,guilt,The assistant professor saw me cheat at the preliminary examination.,Guilt
3001,2,female,1.0,joy,I was very happy when I got the message that I had been accepted as a student in medicine.,Joy
3002,2,female,2.0,fear,I felt something close to that when I saw that there was a man on the terrace of the flat.,Curiosity
3003,2,female,3.0,anger,I got angry when I learned how short a time we had to prepare for the term examinations.,Frustration
3004,2,female,4.0,sadness,I felt sad when my first boyfriend and I left each other. It was neither his fault nor mine.,Sadness
3005,2,female,5.0,disgust,I felt it today when the bus driver shouted rather indecent words at a man without any reason whatsoever.,Indignation
3006,2,female,6.0,shame,At an exam in pharmacology I tried to prompt a coleague (she asked me something) and the assistant professor made me a sharp remark.,Embarrassed
3007,2,female,7.0,guilt,My grandmother has been in a hospital for a week and I still haven't had time to see her.,Worry
3008,1,male,1.0,joy,When I learned that my parents were going abroad and leaving me alone for a few years.,Anxiety
3009,1,male,2.0,fear,I was at the seaside and my brother disappeared for a couple of hours.,Worried
3010,1,male,5.0,disgust,Some time ago I was disgusted with the cleanness of the refectory of our institute.,Disgust
3011,1,male,6.0,shame,We were at a football match and when we were leaving the stadium (the stadium was packed with people) and I lost my shoe in the crowd. Our attempts to find it didn't give any result and I had to go home without one shoe. In other words to cross the whole town !,Embarrassment
3012,1,male,7.0,guilt,I felt guilty last year during the winter term exams. A colleague of mine asked me to give him my lecture notes (I had very good notes and I had passed my exam in advance) but I still don't know why I didn't give them to him. That colleague failed and he was on the verge of not passing it at the supplementary examinations.,Regret
3013,2,female,1.0,joy,When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own.,Pride
3014,2,female,2.0,fear,Once as a child I dreamed of a fire. Since that time I hadn't wanted to sleep in that bed and had feared the night darkness (and so it is now).,Fear
3015,2,female,3.0,anger,A chief was unjustly punished on an autumn brigade and the one who was really guilty kept silent. I stepped in front and told the truth. The guilty chief called me in after the roll-call and threatened me.,Fear
3016,2,female,4.0,sadness,Years ago I fell in love for the first time. as natural for every school-girl I was day-dreaming. Later (after 3 years) we left each other. No one was to blame but I felt deep sadness. Even now I remember about it quite often.,Nostalgia
3017,2,female,5.0,disgust,"It was at a comsomol(??) meeting, the last one because we were to graduate. The way one of my fellow-students behaved made me feel disgusted.",Disgust
3018,2,female,6.0,shame,"I was at a children's camp abroad. The people (the leaders, my coevals) were very king to us. One night we smeared our foreign friends with tooth-paste while they were sleeping and then we roused the whole camp by our shouts. Later I was so sorry. I didn't utter a word for two days, then I went to apologize.",Regret
3019,2,female,7.0,guilt,When I was in the fifth class the rating was done in our mark-books. I hadn't been examined yet but I had heard from my classmates about the scolding they had got at home. My first mark was in geography - good 4. I judged I had known for more than that and I put down very good for fear of being scolded. Naturally my parents guessed all about it. They rebuked me for what I had done.,Guilt
3020,2,female,1.0,joy,When I learned I was admitted to study what I wanted most - floriculture (this is a narrow specialization from the general one).,Joy
3021,2,female,2.0,fear,I was walking on the pavement when a white car rolled on it and directed towards me. I was quite near the house wall when it rolled by and hit me.,Fear
3022,2,female,3.0,anger,My grandmother's brother had taken active part in the resistance movement. He had been in prison many times and there he lost his health. He became an invalid. When we phoned to First Aid the nurse on duty behaved quite unkindly when she understood how old he was (79).,Outrage
3023,2,female,4.0,sadness,My boyfriend is a soldier. He was on a leave. I felt sad when we had to get separated again.,Sadness
3024,2,female,5.0,disgust,I felt disgusted about a teacher who had rejected all that was human in her. She refused to accept the flowers we gave her for the eighth of March and asked for a foreign parfume instead.,Disappointment
3025,2,female,6.0,shame,I was examined by a teacher I greatly respected. I was well prepared on the subjects but he put some side-issues to me and I couldn't answer.,Embarrassed
3026,2,female,7.0,guilt,I had undertaken to help my sister for her class work but some unexpected circumstances prevented me from doing that.,Guilt
3027,2,female,1.0,joy,"I was very glad when I learned I was a student already. I heard about it over the phone, I didn't believe it at first.",Excitement
3028,2,female,2.0,fear,I had worries about a certain illness.,Anxiety
3029,2,female,3.0,anger,I suffered from a gynaecological illness. I was quite displeased to hear that my roommates had talked about it and they had misrepresented the truth. I felt deeply hurt when I learned that it was done by a good acquaintance of mine.,Betrayed
3030,2,female,4.0,sadness,When my first boyfriend left me. I tried not to let him understand I felt miserable.,Sadness
3031,2,female,5.0,disgust,I hate hypocrisy. My friend (girl) tried to intrude into my affairs with my future husband. After that she behaved as if nothing had happened.,Betrayed
3032,2,female,6.0,shame,"I feel shame when I have made a promise, I can't keep it and this has negative effects which are caused by my behavior.",Guilt
3033,2,female,7.0,guilt,I felt it when I came home after the examination session and I said I had not passed my last exam.,Disappointment
3034,2,female,1.0,joy,I felt glad when I took the rather difficult organic chemistry examination.,Relief
3035,2,female,2.0,fear,This was what I felt when my boyfriend went to Bourgas to study there. I had the feeling I would lose him. Anyway the distance Plovdiv-Bourgas seemed to me so great.,Anxiety
3036,2,female,3.0,anger,"I confronted with this feeling at the Institute quite recently, the pedology lecturer was the cause.",Anxiety
3037,2,female,4.0,sadness,This feeling was quite deep when my friend (girl) died in a car accident.,Grief
3038,2,female,5.0,disgust,I am disgusted with the behavior of a car driver whose car would run over me and my friends during our autumn brigade.,Fear
3039,2,female,6.0,shame,I felt shame when I discontinued my education for eight months. ,Regret
3040,2,female,7.0,guilt,"The sense of guilt came over me too, when I interrupted my studies. Why ? Because I felt guilty before my parents ! They believed in me though this event did not make them disbelieve me.",Guilt
3041,1,male,1.0,joy,"I sensed a strong feeling of joy when in the plant, at my working place, I got a message that I was admitted as full time student at the Higher Agricultural Institute.",Excitement
3042,1,male,2.0,fear,Fear when fulfilling my obligations on my first night fatigue duty as a soldier.,Anxiety
3043,1,male,3.0,anger,When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,Fear
3044,1,male,4.0,sadness,The loss of a close relative who was ill with cancer.,Grief
3045,1,male,5.0,disgust,I am disgusted with a nieghbour who is looking for all sorts of quarrel with my parents and me. He feels we are hampering his living close to us. This has been going on for quite a long time.,Frustration
3046,1,male,6.0,shame,Some time ago I promised to meet an acquaintance of mine and to carry him some promised papers. I haven't done it until this day. Now I feel quite awkward when I meet him.,Embarrassment
3047,1,male,7.0,guilt,A sense of guilt before my parents when I had to discountinue my studies in the first year because of unpassed exams.,Shame
3048,2,female,1.0,joy,After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad.,Relief
3049,2,female,2.0,fear,Fear from the unknown. I felt fear when I sat for the entrance examinations.,Anxiety
3050,2,female,3.0,anger,I feel angry at people's indifference at our ability to be present at an event and to stay partial to what happens.,Frustration
3051,2,female,4.0,sadness,"When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood.",Nostalgic
3052,2,female,5.0,disgust,"I feel disgusted with the bootlickers, with helpless people.",Disdain
3053,2,female,6.0,shame,I feel ashamed when I act dishonestly toward somebody.,Shame
3054,2,female,7.0,guilt,I didn't visit a very close friend at the hospital and some days later he died.,Guilt
3055,2,female,1.0,joy,"I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.",Relief
3056,2,female,2.0,fear,"Students fear many things but we seem to fear the examinations most of all. I remember I was horror stricken before my microbiology exam, because it was a decisive one.",Anxiety
3057,2,female,3.0,anger,It was necessary to organise a competition in connection with a celebration. Everyone was to be present at that event. It turned out that there was no audience at all because everyone had pretended to be very intelligent and no one had come. I got furious.,Frustration
