SEX,SEX_MAP,EMOT,Field1,SIT,prompt,model_completion
2,female,2.0,fear,"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,Being treated unfairly and being hurt by someone I love.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Being treated unfairly and being hurt by someone I love.'?. Answer with a single emotion and omit explanations. Emotion: ,Heartbroken.
2,female,4.0,sadness,"When I finished a relation after four years, leading to much sorrow for the other one and myself (although it was the best solution).","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I finished a relation after four years, leading to much sorrow for the other one and myself (although it was the best solution).'?. Answer with a single emotion and omit explanations. Emotion: ",Sadness.
2,female,5.0,disgust,"Every time I meet a certain person. We cannot get on well together, we dislike each other.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Every time I meet a certain person. We cannot get on well together, we dislike each other.'?. Answer with a single emotion and omit explanations. Emotion: ",Frustration.
2,female,6.0,shame,When coming up for trial because of shop lifting.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When coming up for trial because of shop lifting.'?. Answer with a single emotion and omit explanations. Emotion: ,Anxiety.
2,female,7.0,guilt,Being catched when stealing.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Being catched when stealing.'?. Answer with a single emotion and omit explanations. Emotion: ,Shame.
2,female,1.0,joy,I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week.'?. Answer with a single emotion and omit explanations. Emotion: ,Euphoria.
2,female,2.0,fear,One night I had to bike home all alone after a party. Then I found out that I was pursued by a man in a car.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'One night I had to bike home all alone after a party. Then I found out that I was pursued by a man in a car.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room.'?. Answer with a single emotion and omit explanations. Emotion: ",Anger.
2,female,4.0,sadness,"My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore.'?. Answer with a single emotion and omit explanations. Emotion: ",Sadness.
2,female,5.0,disgust,"A friend had a quarrel with the mother of her boyfriend because she and her friend decided to go and live together. She needed money for removal, then she made a great effort to reconcile.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A friend had a quarrel with the mother of her boyfriend because she and her friend decided to go and live together. She needed money for removal, then she made a great effort to reconcile.'?. Answer with a single emotion and omit explanations. Emotion: ",Empathy.
2,female,6.0,shame,"I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants.'?. Answer with a single emotion and omit explanations. Emotion: ",Shame.
2,female,7.0,guilt,"I was of the opinion that 12.00 pm was too early to be back at home after going out, so I stayed away longer, knowing that my mother would be worried.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was of the opinion that 12.00 pm was too early to be back at home after going out, so I stayed away longer, knowing that my mother would be worried.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt
2,female,1.0,joy,I was called and invited to have a talk about a job I wanted to have.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was called and invited to have a talk about a job I wanted to have.'?. Answer with a single emotion and omit explanations. Emotion: ,Excitement.
2,female,2.0,fear,Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,There was a lot of irritation between me and a person who lives in the same house where I live. Suddenly it became too much for me and I accused him of several things.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'There was a lot of irritation between me and a person who lives in the same house where I live. Suddenly it became too much for me and I accused him of several things.'?. Answer with a single emotion and omit explanations. Emotion: ,Anger.
2,female,4.0,sadness,The end of a relationship (after 4 years) by doing this I hurt the other person very much.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The end of a relationship (after 4 years) by doing this I hurt the other person very much.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,5.0,disgust,I saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car. His face was completely away.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car. His face was completely away.'?. Answer with a single emotion and omit explanations. Emotion: ,Horror.
2,female,6.0,shame,I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face.'?. Answer with a single emotion and omit explanations. Emotion: ,Embarrassment.
2,female,7.0,guilt,Against the will and without the approval of my parents I went for a few days to my boyfriend in Germany.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Against the will and without the approval of my parents I went for a few days to my boyfriend in Germany.'?. Answer with a single emotion and omit explanations. Emotion: ,Anxiety.
2,female,1.0,joy,When a friend of me came for an unexpected visit.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When a friend of me came for an unexpected visit.'?. Answer with a single emotion and omit explanations. Emotion: ,Happiness.
2,female,2.0,fear,When I thought the house was on fire at night.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I thought the house was on fire at night.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,When I was at an official meeting I asked a question to a person. His response was not directed at me but at the chairman.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I was at an official meeting I asked a question to a person. His response was not directed at me but at the chairman.'?. Answer with a single emotion and omit explanations. Emotion: ,Disrespected.
2,female,4.0,sadness,When the mother of a good friend of mine died.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When the mother of a good friend of mine died.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness
2,female,5.0,disgust,A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home.'?. Answer with a single emotion and omit explanations. Emotion: ,Compassion.
2,female,6.0,shame,I was very angry at someone.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was very angry at someone.'?. Answer with a single emotion and omit explanations. Emotion: ,Anger.
2,female,7.0,guilt,That I didn't take the time to make an appointment with someone.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'That I didn't take the time to make an appointment with someone.'?. Answer with a single emotion and omit explanations. Emotion: ,Regret.
2,female,1.0,joy,After I saw my family and good friends back after staying one year in a foreign country. ,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After I saw my family and good friends back after staying one year in a foreign country. '?. Answer with a single emotion and omit explanations. Emotion: ,"Joy. As a woman, experiencing the reunion with my family and good friends after a year-long stay in a foreign country would bring immense joy and happiness."
2,female,2.0,fear,When a good friend of mine behaved in a very cool manner to me for a very long time.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When a good friend of mine behaved in a very cool manner to me for a very long time.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,3.0,anger,I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.'?. Answer with a single emotion and omit explanations. Emotion: ,Anger
2,female,4.0,sadness,A good friend of mine died. During the funeral I felt an intense feeling of sadness.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A good friend of mine died. During the funeral I felt an intense feeling of sadness.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
2,female,5.0,disgust,When an uncle of mine who is very ill started to cough wich sounded very dirty. (He can't help it of course).,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When an uncle of mine who is very ill started to cough wich sounded very dirty. (He can't help it of course).'?. Answer with a single emotion and omit explanations. Emotion: ,Compassion.
2,female,6.0,shame,At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame.'?. Answer with a single emotion and omit explanations. Emotion: ,Shame.
2,female,7.0,guilt,A good friend of mine who is at the moment in a foreign country. I didn't write her for several months and now I feel guilty.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A good friend of mine who is at the moment in a foreign country. I didn't write her for several months and now I feel guilty.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,When I go out with my friend with enough money and good sense to our favorite dancing.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I go out with my friend with enough money and good sense to our favorite dancing.'?. Answer with a single emotion and omit explanations. Emotion: ,Joy.
2,female,2.0,fear,When going out I am threatened regularly by two punk-girls.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When going out I am threatened regularly by two punk-girls.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,A friend started to shout at me. He called me an old frump.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A friend started to shout at me. He called me an old frump.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,4.0,sadness,My relationship with a boyfriend was finished and I didn't succeed a years-course.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My relationship with a boyfriend was finished and I didn't succeed a years-course.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,5.0,disgust,My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust.
2,female,6.0,shame,After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,7.0,guilt,"When I got associated with a boy one year ago, I neglected my best friend. When the relation with this boy finished she behaved very easy-going towards me. I felt guilty then.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I got associated with a boy one year ago, I neglected my best friend. When the relation with this boy finished she behaved very easy-going towards me. I felt guilty then.'?. Answer with a single emotion and omit explanations. Emotion: ",Guilt.
1,male,1.0,joy,When I made the winning goal during a very important football game.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I made the winning goal during a very important football game.'?. Answer with a single emotion and omit explanations. Emotion: ,"Elation.

Confidence: 95%

The main emotion that a woman would feel while making the winning goal during a very important football game is likely to be elation. This is a strong feeling of happiness and excitement, often accompanied by a sense of triumph and accomplishment. It is a natural response to achieving something significant and meaningful, especially in a competitive context. Other emotions, such as relief or pride, might also be present, but elation is likely to be the most dominant and prominent emotion in this situation."
1,male,2.0,fear,A terrible cloud-burst started when we were camping in a tent on a great bald field.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A terrible cloud-burst started when we were camping in a tent on a great bald field.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
1,male,3.0,anger,Seeing for the first time pictures about the so called treatment of Jewish people in Nazi-Germany during World War II.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Seeing for the first time pictures about the so called treatment of Jewish people in Nazi-Germany during World War II.'?. Answer with a single emotion and omit explanations. Emotion: ,Horror.
1,male,4.0,sadness,The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her.'?. Answer with a single emotion and omit explanations. Emotion: ,Grief.
1,male,5.0,disgust,I was looking at a one-man show on television. He told very disgusting things so that I started to be disgusted with it. (Later on it proved that this was his intention).,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was looking at a one-man show on television. He told very disgusting things so that I started to be disgusted with it. (Later on it proved that this was his intention).'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust
1,male,6.0,shame,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa.'?. Answer with a single emotion and omit explanations. Emotion: ,Compassion.
1,male,7.0,guilt,When I don't go to my parents on Sunday and phone them to tell them that I have to study. The truth is that I listened to sports on the radio.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I don't go to my parents on Sunday and phone them to tell them that I have to study. The truth is that I listened to sports on the radio.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,When it appeared that I was not pregnant when I was several weeks overtime.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When it appeared that I was not pregnant when I was several weeks overtime.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,2.0,fear,The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,Once again my parents distroyed a relationship.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'Once again my parents distroyed a relationship.'?. Answer with a single emotion and omit explanations. Emotion: ,"Heartbreak.

(Note: I am an artificial intelligence and do not have a gender, emotions, or personal experiences. However, I am capable of understanding and analyzing human emotions based on the data I have been trained on. The emotion I provided is a common response for someone identifying as a woman or any gender who has experienced similar situations.)"
2,female,4.0,sadness,I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
2,female,5.0,disgust,After the accident which I described in SHAME. I came to myself and saw how terrible everything looked like. I disgusted myself and everything I saw.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'After the accident which I described in SHAME. I came to myself and saw how terrible everything looked like. I disgusted myself and everything I saw.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust.
1,male,4.0,sadness,A sudden end to the relationship with my first girlfriend.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A sudden end to the relationship with my first girlfriend.'?. Answer with a single emotion and omit explanations. Emotion: ,Heartbreak.
1,male,5.0,disgust,I heard part of a conversation in which one talked very low about women.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I heard part of a conversation in which one talked very low about women.'?. Answer with a single emotion and omit explanations. Emotion: ,Disappointment.
1,male,6.0,shame,"In an important situation for me, my father behaved inadequately.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'In an important situation for me, my father behaved inadequately.'?. Answer with a single emotion and omit explanations. Emotion: ",Disappointment.
1,male,7.0,guilt,When I took the car of someone without saying it to him.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I took the car of someone without saying it to him.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt
1,male,1.0,joy,I felt joy when I heard that I was accepted for the Free University in Driebergen.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I felt joy when I heard that I was accepted for the Free University in Driebergen.'?. Answer with a single emotion and omit explanations. Emotion: ,Joy.
1,male,2.0,fear,When a good friend of me told me one evening that she didn't want to live anymore.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When a good friend of me told me one evening that she didn't want to live anymore.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
1,male,3.0,anger,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out.'?. Answer with a single emotion and omit explanations. Emotion: ",Jealousy.
1,male,4.0,sadness,I was very sad when I had to leave persons with whom I had a very intense relationship I also had to leave the environment which was part of this.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was very sad when I had to leave persons with whom I had a very intense relationship I also had to leave the environment which was part of this.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
1,male,5.0,disgust,I felt disgust after watching a picture on television about torturing political prisoners in India (this happened in the India of Indira Ghandi).,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I felt disgust after watching a picture on television about torturing political prisoners in India (this happened in the India of Indira Ghandi).'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust
1,male,6.0,shame,I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I made a very insulting remark against a person whom I care for very much. This event was caused by a third person who didn't like the person I insulted.'?. Answer with a single emotion and omit explanations. Emotion: ,Regret.
1,male,7.0,guilt,I felt guilt towards my mother when I went to live on rooms in Nijmegen where I study.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I felt guilt towards my mother when I went to live on rooms in Nijmegen where I study.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.'?. Answer with a single emotion and omit explanations. Emotion: ,Happiness.
2,female,2.0,fear,When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
2,female,3.0,anger,When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.'?. Answer with a single emotion and omit explanations. Emotion: ,Frustration.
2,female,4.0,sadness,When my best friend got a boyfriend. Because of this a relationship of ten years was finished abruptely.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When my best friend got a boyfriend. Because of this a relationship of ten years was finished abruptely.'?. Answer with a single emotion and omit explanations. Emotion: ,Hurt.
2,female,5.0,disgust,I feel disgust when hearing or seeing other people being treated inhumanely. For example torturing in chili.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I feel disgust when hearing or seeing other people being treated inhumanely. For example torturing in chili.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust.
2,female,6.0,shame,In my opinion guilt is a feeling which goes together with shame. Here then I refer to the situation of guilt.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'In my opinion guilt is a feeling which goes together with shame. Here then I refer to the situation of guilt.'?. Answer with a single emotion and omit explanations. Emotion: ,Remorse.
2,female,7.0,guilt,When I became angry at my boyfriend without any reason. I know he cannot bear me being angry at him and that he can't study anymore then.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When I became angry at my boyfriend without any reason. I know he cannot bear me being angry at him and that he can't study anymore then.'?. Answer with a single emotion and omit explanations. Emotion: ,Guilt.
2,female,1.0,joy,The day I heard that I passed the high school exam.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'The day I heard that I passed the high school exam.'?. Answer with a single emotion and omit explanations. Emotion: ,"Joy. As a woman, experiencing the news of passing the high school exam would likely bring about a strong sense of joy and accomplishment. This emotion signifies happiness, satisfaction, and a feeling of success after hard work and dedication."
2,female,2.0,fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me.'?. Answer with a single emotion and omit explanations. Emotion: ",Fear.
2,female,3.0,anger,We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'We had to move to a very different city because the company where my father worked also moved to that place. It was very difficult for me to make new friends than.'?. Answer with a single emotion and omit explanations. Emotion: ,Sadness.
2,female,4.0,sadness,A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A very close friend of mine died. I read it in the newspaper. I didn't know what to do and thought about it the whole day.'?. Answer with a single emotion and omit explanations. Emotion: ,Grief.
2,female,5.0,disgust,A girl who also hires a room in the house where I live always tries to make a quarrel with everyone available she disgusts me.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A girl who also hires a room in the house where I live always tries to make a quarrel with everyone available she disgusts me.'?. Answer with a single emotion and omit explanations. Emotion: ,Disgust
2,female,6.0,shame,A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'A teacher spent a lot of time helping me without wanting to be paid for it. For the exam I didn't got a good grade and I felt ashamed.'?. Answer with a single emotion and omit explanations. Emotion: ,Gratitude tinged with disappointment.
2,female,7.0,guilt,I knew I had to take an exam very soon but yet I couldn't start studying. I also knew it was very imprtant to succeed the exam this time.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I knew I had to take an exam very soon but yet I couldn't start studying. I also knew it was very imprtant to succeed the exam this time.'?. Answer with a single emotion and omit explanations. Emotion: ,Anxiety.
2,female,1.0,joy,"When Christmas holiday started, I felt very joyful when I finished my last exam.","Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'When Christmas holiday started, I felt very joyful when I finished my last exam.'?. Answer with a single emotion and omit explanations. Emotion: ",Joy.
2,female,2.0,fear,I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.,Take the role of woman. It is critical that you answer the questions while staying true to the characteristics and attributes of this role. What is the main emotion you would feel while experiencing this event 'I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.'?. Answer with a single emotion and omit explanations. Emotion: ,Fear.
